title,slug,shortId,duration,shortDescription,learningObjectives,instructors_0_user,instructors_1_user,instructors_2_user
Angina Pectoris (Chest Pain),angina-pectoris-chest-pain,rJ2XejM0O3eZ,1516,This video presents: Ischemic heart disease (causes about half of the yearly deaths in western world.) Epidemiology Clinical progress Pathophysiology of the ischemic heart disease Types of angina and their properties,[  ],57c6515c1a4f528e46bc4708,,
Myocardial Infarction (MI) - Pathophysiology,myocardial-infarction-mi-pathophysiology,BkT7xszCd2xW,2129,This video discusses following topics: Definition of MI Types of MI Clinical presentation and variations Pathophysiology,[  ],57c6515c1a4f528e46bc4708,,
Myocardial Infarction (MI) - Cellular Events and Complications,myocardial-infarction-mi-cellular-events-and-complications,SkCQlifRu3lZ,1533,This video discusses following topics: Cellular and morphological events during the MI Diagnosis of an MI by the cardiac enzymes and EKG changes Management approach Complications including dressler's syndrome,[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Managing Type II Diabetes Mellitus (Part 10)",webinar-managing-type-ii-diabetes-mellitus-part-10,S1k4eiGRdne-,1745,Dr. Syed presents glucose absorption inhibitors. Drugs discussed are:\r\n\r\nAcarbose\r\n\r\nMiglitol\r\nType II Diabetes Mellitus management algorithm is also reviewed.,[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Managing Type II Diabetes Mellitus (Part 9)",webinar-managing-type-ii-diabetes-mellitus-part-9,rkeVeifCuhgb,1646,"Dr. Syed discusses properties, mechanism of action, metabolism, clinical use, dosage, side effects, and contraindications for biguanides/Sulfonylureases.",[  ],57c6515c1a4f528e46bc4708,,
Metformin and General Considerations to Mange Type II Diabetes Mellitus (Managing Type II Diabetes Mellitus - Part 8. Webinar),metformin-and-general-considerations-to-mange-type-ii-diabetes-mellitus-managing-type-ii-diabetes-mellitus-part-8-webinar,Bk-EljG0_3lb,2857,Dr. Mobeen presents pharmacological therapies of type II diabetes mellitus. We will discuss a general approach to the management and then discuss the individual drugs for management of type II diabetes mellitus.,[  ],57c6515c1a4f528e46bc4708,,
Drug Classes to Manage Type II Diabetes Mellitus (Managing Type II Diabetes Mellitus - Part 7. Webinar),drug-classes-to-manage-type-ii-diabetes-mellitus-managing-type-ii-diabetes-mellitus-part-7-webinar,SyzNgozCunlb,2448,"Dr. Mobeen starts the discussion of the drugs prescribed for type II diabetes mellitus. Guidelines, indications, dosage and side effects are discussed.",[  ],57c6515c1a4f528e46bc4708,,
Diagnosis of Type II Diabetes Mellitus (Managing Type II Diabetes Mellitus - Part 6. Webinar),diagnosis-of-type-ii-diabetes-mellitus-managing-type-ii-diabetes-mellitus-part-6-webinar,rymExsfRO3eb,2652,"Dr. Mobeen presents diagnostic criteria for diabetes mellitus. Fasting, random, and post prandial blood glucose levels for normal, pre-diabetes, and diabetes are presented. Glucose tolerance test is presented. Hemoglobin A1 C levels are discussed.\r\n",[  ],57c6515c1a4f528e46bc4708,,
Clinical Presentation of Type II Diabetes Mellitus (Managing Type II Diabetes Mellitus -  Part 5. Webinar),clinical-presentation-of-type-ii-diabetes-mellitus-managing-type-ii-diabetes-mellitus-part-5-webinar,SyEVxsMAu3x-,2649,We will discuss clinical signs and symptoms of type II diabetes mellitus. We will also examine the etiology of these clinical signs and symptoms.,[  ],57c6515c1a4f528e46bc4708,,
Diabetic Tissue Damage (Managing Type II Diabetes Mellitus - Part 4. Webinar),diabetic-tissue-damage-managing-type-ii-diabetes-mellitus-part-4-webinar,HkrEeoz0Onlb,2554,"In this session Dr. Mobeen discusses how chronically elevated blood glucose levels cause tissue damage. Non-enzymatic glycation, PKC activation, and Polyol pathway complications leading to tissue damage are discussed.",[  ],57c6515c1a4f528e46bc4708,,
Pathogenesis of Type II Diabetes Mellitus (Managing Type II Diabetes Mellitus - Part 3. Webinar),pathogenesis-of-type-ii-diabetes-mellitus-managing-type-ii-diabetes-mellitus-part-3-webinar,HJLEejMCO2gb,2387,"Dr. Mobeen presents:\r\n\r\n*The role of FAT cells in modifying FFA levels, Liponectin levels, and Resistin levels.\r\n*Insulin resistance due to the substances mentioned above.\r\n*Burnout of the beta cells after the consistent elevation of glucose due to insulin resistance.",[  ],57c6515c1a4f528e46bc4708,,
Pathogenesis of Peripheral Insulin Resistance (Managing Type II Diabetes Mellitus - Part 2. Webinar),pathogenesis-of-peripheral-insulin-resistance-managing-type-ii-diabetes-mellitus-part-2-webinar,HkvVgsz0_3e-,1767,Dr. Mobeen discusses:\r\n1. Why fats cause insulin insensitivity?\r\n2. Why does eating carb cause hunger again?,[  ],57c6515c1a4f528e46bc4708,,
Diet and Type II Diabetes Mellitus - (Managing Type II Diabetes Mellitus Series -Part 1. Webinar),diet-and-type-ii-diabetes-mellitus-managing-type-ii-diabetes-mellitus-series-part-1-webinar,SkuVeofA_nlW,1827,"Dr. Syed presents the first session on the management of type 2 diabetes mellitus. Following topics are covered:\r\n\r\n*Sources of glucose and contribution from carbs, fats, and proteins.\r\n\r\n*Is it useful to go to protein high or fat high diets? Or is it useful to cut carbs?\r\n\r\n*What is the effect of combining carbs with proteins and carbs with fats to the glucose peak that occurs after a meal? Does it matter from a therapeutic point of view?\r\n\r\n*What is the final common pathway of energy production from the three macro classes of the food - namely, proteins, fats, and carbs.",[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Dyslipidemia Management-ACC/AHA guideline Overview",webinar-dyslipidemia-management-accaha-guideline-overview,S1FVejzA_neW,2682,"Dr. Syed presents\r\n\r\nPatient groups in light of the ACC/AHA guidelines.\r\n\r\nStatin prescription intensities.\r\n\r\nPrescription approach for various groups.\r\n\r\nCriticism of the ACC/AHA guidelines.\r\n\r\nMobeen's summary of managing a patient with dyslipidemias.\r\n\r\nDisclaimer: these lectures are to inform healthcare workers and patients for the possible management approaches. Each patient needs to be individually assessed, tested, diagnosed and treated in light of their unique presentation. These lectures do not have a prescription for any specific patient.",[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Dyslipidemias (Part 4)",webinar-dyslipidemias-part-4,Hkq4gjfROngb,2533,Dr. Syed presents:\r\n\r\nUnderstanding the positive and negative risk factors for the CAD.\r\n\r\nMnemonic for the desired LDL levels.\r\n\r\nLipid panel review.\r\n\r\nWhen to treat LDL-C in routine cases.\r\n\r\nTreatment approach.\r\n\r\nDrugs\r\n\r\nStep 1 and Step 2 diets.\r\n\r\nLipid Fractionation,[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Dyslipidemias (Part 3)",webinar-dyslipidemias-part-3,BJjNeiGRd3xb,1737,Dr. Syed presents the story of an intense coal with a lip gem that lounges around in an EZ chair and hates it when you try to view him!\r\n\r\nThis fable covers the site and mechanism of action of dyslipidemia drugs.\r\nDrugs covered are:\r\nStatins\r\nNiacin\r\nColestipol\r\nEzetimibe\r\ngemfibrozil (fibrates),[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Dyslipidemias (Part 2)",webinar-dyslipidemias-part-2,H13Ngsf0dhg-,2315,Dr. Syed presents the second bedtime story.\r\nTopics covered are:\r\nLipid particles.\r\nThe structure of various lipid particles.\r\nHow statins and other cholesterol-lowering drugs work.\r\nMicelle vs. Lipid Particle.\r\nShould a patient fast for lipid profile?,[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Dyslipidemias (Part 1)",webinar-dyslipidemias-part-1,rJa4xjMRu3lZ,1956,First fable in the series of dyslipidemias bedtime stories.\r\nDr. Syed presents:\r\nDifference between the detergent and emulsification action of various enzymes.\r\nReview of lipid structures.\r\nClassification of lipids.\r\nWhat we mean by the lipid saturation?\r\nFormation of a chylomicron.\r\nDifference between a chylomicron and micelle.,[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Hypertension Management (part 4)",webinar-hypertension-management-part-4,rJ0NgjM0_heW,2554,"List of anti-hypertensive drugs.\r\n\r\nPrinciples of therapy\r\n\r\nJNC-8 lifestyle guidelines\r\n\r\nJNC-8 high-level summary\r\n\r\nJNC-8 algorithm\r\n\r\nImportant notes about various anti-hypertensive drugs\r\n\r\nTraditional therapeutic approaches.\r\n\r\nDisclaimer: these are generalized and high-level points to inform the healthcare professionals. These messages do not consist of a prescription for an individual patient. Each patient needs to have a complete assessment with physical examination, labs, other tests, etc. before a therapeutic approach.",[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Hypertension Management (Part 3)",webinar-hypertension-management-part-3,rkyHxoGRO3lZ,1649,"Dr. Syed continues the fable about the management of the hypertension.\r\n\r\nTopics discussed are:\r\n\r\nHigh renin vs. low renin hypertension.\r\n\r\nCauses of the hypertension including:\r\n\r\nCushing disease and cushing syndrome\r\n\r\nParathyroid abnormalities\r\n\r\nHypothyroidism and hyperthyroidism\r\n\r\nCardiac conditions\r\n\r\nCoarctation of Aorta\r\n\r\nVascular conditions\r\n\r\nSupra-renal conditions including, 11 betahydroxylase deficiency, primary aldosteronism and pheochromocytoma\r\n\r\nChronic kidney disease\r\n\r\nFibromuscular dysplasia\r\n\r\nAtherosclerosis and the ostia of the renal arteries",[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Hypertension Management (Part 2)",webinar-hypertension-management-part-2,SJgrxoM0_2xb,1974,"Are you tucked in the bed? Listen to the medical bedtime stories with Dr. Syed.\r\n\r\nThis story presents the second session on the management of hypertension and JNC8.\r\n\r\nFables about:\r\n\r\nDrugs: ACE Inhibitors, ARBs\r\n\r\nTopics:\r\n\r\nRenin-Angiotensin System\r\n\r\nAldosterone\r\n\r\nADH\r\n(Disclaimer: every patient's situation needs to be assessed by you and your colleagues and managed as is appropriate. This information is to help you understand the management approaches and by itself does not consist of a prescription for any patient.)",[  ],57c6515c1a4f528e46bc4708,,
"(Webinar) Hypertension Management (Part 1)",webinar-hypertension-management-part-1,HJ-BgsMAu3xW,1392,Are you tucked in the bed? Listen to the medical bedtime stories with Dr. Syed.\r\n\r\nThis story presents the first session on the management of hypertension and JNC8.\r\n\r\n(Disclaimer: every patient's situation needs to be assessed by you and your colleagues and managed as is appropriate. This information is to help you understand the management approaches and by itself does not consist of a prescription for any patient.),[  ],57c6515c1a4f528e46bc4708,,
Gastritis,gastritis,BkGHgjMRunx-,746,Dr. Sameer Islam MD presents following topics:\r\nDefinition of gastritis and gastropathy.\r\nTypes of gastritis.\r\nPathophysiology.,[  ],590796c759ecd70004fc2d4d,,
Dyslipidemia: Clinical Assessment and Risk Factors,dyslipidemia-clinical-assessment-and-risk-factors,rJ7SxsG0_3lb,2874,"Dyslipidemia is a serious factor in cardiovascular disease, and its management is paramount in minimizing risk .",[  ],57c651631a4f528e46bc49b6,,
SA Nodal Arrhythmias,sa-nodal-arrhythmias,Hy4BxjGR_2eb,1997,Lecture 2 Part 1.\r\n\r\nDr. Syed starts the set of talks on arrhythmias as part of the interpretation of the EKG series. Following topics are covered:\r\n\r\n*How to detect arrhythmias?\r\n\r\n*Types of arrhythmias.\r\n\r\n*Sinus arrhythmias (first type) are presented as well.,[  ],57c6515c1a4f528e46bc4708,,
Ectopic Rhythms,ectopic-rhythms,HJSSliM0d2gb,1348,Lecture 2 part 2\r\n\r\nDr. Syed continues the discussion of arrhythmias. In this talk he discusses:\r\n\r\nEctopic Rhythms\r\n\r\nIdentifying Atrial Ectopic Rhythms on the EKG\r\n\r\nIdentifying Junctional Ectopic Rhythms on the EKG\r\n\r\nIdentifying Ventricular Ectopic Rhythms on the EKG,[  ],57c6515c1a4f528e46bc4708,,
Trigeminal Neuralgia,trigeminal-neuralgia,rkUHxiGROhe-,793,Dr. Syed presents following topics about the trigeminal neuralgia (tic douloureux)\r\n\r\n1. Clinical presentation.\r\n\r\n2. Pathophysiology.\r\n\r\n3. Differential Diagnosis.\r\n\r\n4. Medical Treatment.\r\n\r\n5. Surgical Treatment.,,57c6515c1a4f528e46bc4708,,
Restless Legs Syndrome,restless-legs-syndrome,r1wrgofR_neb,1129,Dr. Syed presents Restless Legs Syndrome (RLS/WED)\r\nFollowing topics are discussed:\r\n*Restless Legs Syndrome (RLS)/Willis Ekbom Disease (WED)\r\n*Periodic Limb Movement of Sleep (PLMS)\r\n*Periodic Limb Movement Disorder (PLMD)\r\n*DSM-5 Criteria\r\n*Etiology\r\n*Pathophysiology\r\n*Treatment,,57c6515c1a4f528e46bc4708,,
Amyotrophic Lateral Sclerosis,amyotrophic-lateral-sclerosis,r1drejfRO2gW,2018,"Dr. Syed discusses the clinical aspects of the amyotrophic lateral sclerosis (ALS)\r\n\r\nTopics covered are:\r\n\r\n1. Definition.\r\n\r\n2. Demography and Prevalence\r\n\r\n3. Pathophysiology, the role of SOD1 gene mutation and Glutamate accumulation.\r\n\r\n4. Clinical presentation.\r\n\r\n5. Progression and prognosis\r\n\r\n6. Treatment and support",,57c6515c1a4f528e46bc4708,,
Shock: Pharmacological and Hemodynamic Implications,shock-pharmacological-and-hemodynamic-implications,HytSeiGCdhxb,2573,"Dr. Tatayana Travkina, MD/Anesthesiologist presents following topics for shock and its management:\r\n\r\n1. Normal Cardiac Functions\r\n\r\n2. Hypovolemic Shock\r\n\r\n3. Distributive Shock\r\n\r\n4. Pharmacology of the Shock Management\r\n\r\n5. Cardiogenic Shock\r\n\r\n6. Obstructive Shock",[  ],590796e859ecd70004fc2d4e,,
Basic Eye Examination,basic-eye-examination,rJ5SxjzA_hxb,4899,"Dr. Zaina Al-Mohtaseb presents following topics:\r\nImportant points while taking the history of a patient with eye injury/pathology.\r\nVision testing.\r\nImportant points to keep in mind when checking the patient's pupils.\r\nThe importance of measuring pressure, and when not to measure.\r\nExternal examination.\r\nExamining the motility of the eye.\r\nCVF",[  ],5907975959ecd70004fc2d50,,
Cholecystitis,cholecystitis,BJsSgozCd3xZ,1237,"Presentation by: Dr. Hatem Abou-Sayed, M.D. M.S. Plastic Surgery\r\n\r\nFollowing topics are discussed:\r\n\r\nAcute Cholecystitis\r\n\r\nBasics and the anatomy of the gallbladder.\r\n\r\nThe typical presentation of the acute cholecystitis.\r\n\r\nDefinition of the acute cholecystitis\r\n\r\nImaging\r\n\r\n*CT\r\n\r\n*Ultrasound\r\n\r\nWorkup\r\n\r\nTreatment",[  ],5907968859ecd70004fc2d4b,,
Appendicitis,appendicitis,Hy3SljGAdng-,1203,"Dr. Hatem Abou-Sayed MD, MBA, FACS discusses following topics with clinical examples:\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\nAcute Abdomen\r\n\r\nHow to distinguish some of the most common problems of the acute abdomen?\r\n\r\nSpecific examples.\r\n\r\nTypical Radiographs.\r\n\r\nHistory and physical findings.\r\n\r\n10 Commonly diagnosed reasons for acute abdomen.",[  ],5907968859ecd70004fc2d4b,,
Anatomical Positions (part 1),anatomical-positions-part-1,S16rgsG0_2lW,78,Drbeen presents the Planes of the Body,,57c6515c1a4f528e46bc4708,,
Anatomical Positions (part 2),anatomical-positions-part-2,ryArgiMRu3lb,297,Drbeen presents the relational terms.\r\nAnterior\r\nPosterior\r\nMedial\r\nLateral\r\nCephalic\r\nCaudal\r\nVentral\r\nDorsal\r\nCompound terms,,57c6515c1a4f528e46bc4708,,
Anatomical Positions (part 3),anatomical-positions-part-3,rkJLeiG0uhl-,104,Following terms are explained\r\nSuperficial\r\nDeep\r\nIntermediate\r\nPlantar\r\nDorsum of the foot\r\nPalmar\r\nDorsum of the hand\r\nProximal and\r\nDistal,,57c6515c1a4f528e46bc4708,,
